NEIGHBOURHOOD_ID,neighbourhood_name,TOT_HOSPITALIZED,TOT_IN_ICU,TOT_INTUBATED,ACTIVE_CASES,FATAL_CASES,RESOLVED_CASES,TOTAL_CASES,INFECT_CLOSE_CONT,INFECT_OB_CONGR,INFECT_OB_HEALTH,INFECT_OB_OTHER,INFECT_NO_INFO,INFECT_COMMUNITY,INFECT_TRAVEL,INFECT_PENDING,P_FATALITY_RATE,P_Hospital_RATE,P_ICU_RATE,P_INFECT_CLOSE_CONT,P_INFECT_OB_CONGR,P_INFECT_OB_HEALTH,P_INFECT_OB_OTHER,P_INFECT_NO_INFO,P_INFECT_COMMUNITY,P_INFECT_TRAVEL,P_INFECT_PENDING,NBH_NIA_IND,NBH_SH_UNITS,NBH_SH_RGI,AGE1_0_to_14,AGE1_15_to_24,AGE1_25_to_54,AGE1_55_to_64,AGE1_65_to_84,AGE1_85_up,COMM_Vehicle_Driver,COMM_Vehicle_PASs,COMM_Public_Transit,COMM_Walk,COMM_Bicycle,COMM_Other,COMM_Tot,EDU_Tot,EDU_None,EDU_HS_Lower,EDU_High_School,EDU_College_Trades,EDU_University,DWEL_SD_House,DWEL_Apart,DWEL_Attached,DWEL_Movable,INCHH_Under_25000,INCHH_25000_50000,INCHH_50000_99999,INCHH_Over_100000,INCHH_25000_99999,INCIND_Pop_with_amount,INCIND_Population_15up,P_INCIND_Total_Avg,INCIND_pop_low_inc,P_INCIND_pop_low_inc,HH_1_Person,HH_2_Persons,HH_3_Persons,HH_4_Persons,HH_5_Persons,P_HH_Avg_Size,HH_Tot,IMM_Before_1981,IMM_1981_2000,IMM_2001_2016,IMM_Non_Imm,IMM_Non_Perm_res,IMM_No,IMM_Yes,IND_Cat_11,IND_Cat_21,IND_Cat_22,IND_Cat_23,IND_Cat_31,IND_Cat_41,IND_Cat_44,IND_Cat_48,IND_Cat_51,IND_Cat_52,IND_Cat_53,IND_Cat_54,IND_Cat_55,IND_Cat_56,IND_Cat_61,IND_Cat_62,IND_Cat_71,IND_Cat_72,IND_Cat_81,IND_Cat_91,IND_Tot,IND_Ess_Yes,IND_Ess_NO,OCC_NA,OCC_Cat_0,OCC_Cat_1,OCC_Cat_2,OCC_Cat_3,OCC_Cat_4,OCC_Cat_5,OCC_Cat_6,OCC_Cat_7,OCC_Cat_8,OCC_Cat_9,OCC_Tot,OCC_Ess_No,OCC_Ess_Yes,VM_Black,VM_South_ASian,VM_EASt_ASian,VM_SOUTheASt_ASian,VM_West_ASian,VM_Latin_American,VM_Multiple,VM_Not_Vismin,VM_Other,VM_Mult_Oth,VM_No,VM_Yes,POP_population,POP_land_area,POP_density,AGE_00_to_19,AGE_20_to_39,AGE_40_to_64,AGE_65_UP,P_AGE1_0_to_14,P_AGE1_15_to_24,P_AGE1_25_to_54,P_AGE1_55_to_64,P_AGE1_65_to_84,P_AGE1_85_UP,P_AGE_00_to_19,P_AGE_20_to_39,P_AGE_40_to_64,P_AGE_65_up,P_COMM_Bicycle,P_COMM_Other,P_COMM_Public_Transit,P_COMM_Vehicle_Driver,P_COMM_Vehicle_PASs,P_COMM_Walk,P_DWEL_Apart,P_DWEL_Attached,P_DWEL_Movable,P_DWEL_SD_House,P_EDU_College_Trades,P_EDU_High_School,P_EDU_HS_Lower,P_EDU_None,P_EDU_University,P_HH_1_Person,P_HH_2_Persons,P_HH_3_Persons,P_HH_4_Persons,P_HH_5_Persons,P_IMM_1981_2000,P_IMM_2001_2016,P_IMM_Before_1981,P_IMM_Non_Imm,P_IMM_1Non_Perm_Res,P_IMM_Yes,P_IMM_No,P_INC_25000_50000,P_INC_50000_99999,P_INC_Over_100000,P_INC_Under_25000,P_INC_25000_99999,P_IND_Cat_11,P_IND_Cat_21,P_IND_Cat_22,P_IND_Cat_23,P_IND_Cat_31,P_IND_Cat_41,P_IND_Cat_44,P_IND_Cat_48,P_IND_Cat_51,P_IND_Cat_52,P_IND_Cat_53,P_IND_Cat_54,P_IND_Cat_55,P_IND_Cat_56,P_IND_Cat_61,P_IND_Cat_62,P_IND_Cat_71,P_IND_Cat_72,P_IND_Cat_81,P_IND_Cat_91,P_IND_Ess_Yes,P_IND_Ess_No,P_NBH_SH_UNITS,NIA_IND,P_OCC_0,P_OCC_1,P_OCC_2,P_OCC_3,P_OCC_4,P_OCC_5,P_OCC_6,P_OCC_7,P_OCC_8,P_OCC_9,P_OCC_NA,P_OCC_Ess_Yes,P_OCC_Ess_No,P_VM_Black,P_VM_EASt_ASian,P_VM_Latin_American,P_VM_Multiple,P_VM_Not_Vismin,P_VM_Other,P_VM_SOUTh_ASian,P_VM_SOUTheASt_ASian,P_VM_West_ASian,P_VM_No,P_VM_Yes,P_VM_Mult_Oth,INFECTION_RATE
104,Mount Pleasant West,43,5,2,22,56,628,706,42,16,177,15,204,147,19,8,0.0793201133,0.0609065156,0.007082153,0.059490085,0.0226628895,0.2507082153,0.0212464589,0.2889518414,0.2082152975,0.0269121813,0.0113314448,0,1383,1077,"2,380","2,520","17,100","3,030","4,605",940,"4,745",370,"9,435","1,840",250,100,"16,745","20,135",580,3125,"2,545",3690,13350,475,"14,785","2,235",0,3635,3415,5970,4505,9385,"25,590","26,555","57,039","5,380",19,"9,670","5,390","1,520",720,200,2,"17,495","2,225",3580,5495,"15,955","1,670",17625,11300,20,15,85,635,685,585,"1,520",320,"1,085","2,470",605,"3,255",85,895,"1,790","1,820",450,"1,145",950,930,"19,315",7970,11375,475,"2,650","4,225","2,200","1,035","3,240","1,245","3,745",725,70,185,"19,780",13560,6235,"1,185","1,895",2500,1170,1535,950,270,"19,200",210,540,"19,200",9715,"29,658",1,"21,969",3195,12970,8865,4575,0.0802481624,0.0849686425,0.5765729314,0.1021646773,0.1552700789,0.0316946524,0.1077281003,0.4373187673,0.298907546,0.1542585474,0.0149298298,0.0059719319,0.5634517766,0.2833681696,0.0220961481,0.1098835473,0.8450985996,0.1277507859,0,0.0271506145,0.1832629749,0.1263968215,0.1552023839,0.0288055625,0.6630245841,0.5527293512,0.3080880252,0.0868819663,0.0411546156,0.0114318377,0.1207094207,0.1852788455,0.0750219165,0.5379661474,0.0563085845,0.3810101828,0.5942747319,0.1951986282,0.3412403544,0.2575021435,0.2077736496,0.5364389826,0.0010354647,0.0007765985,0.0044007248,0.0328760031,0.0354646648,0.0302873414,0.0786953145,0.0165674346,0.0561739581,0.1278798861,0.0313228061,0.1685218742,0.0044007248,0.0463370437,0.0926740875,0.0942272845,0.023297955,0.0592803521,0.0491845716,0.0481491069,0.4126326689,0.5889205281,0.0154092991,0,0.1339737108,0.2135995956,0.111223458,0.0523255814,0.16380182,0.062942366,0.1893326593,0.036653185,0.0035389282,0.0093528817,0.0240141557,0.3152173913,0.6855409505,0.0399554926,0.0842942882,0.0320318295,0.0091037831,0.6473801335,0.0070807202,0.0638950705,0.0394497269,0.051756693,0.6473801335,0.327567604,0.0182075663,0.024
105,Lawrence Park North,7,0,0,3,0,160,163,10,3,8,12,65,36,6,1,0,0.0429447853,0,0.0613496933,0.018404908,0.0490797546,0.0736196319,0.3987730061,0.2208588957,0.036809816,0.0061349693,0,113,106,"3,280","1,670","5,980","1,725","1,935",265,"3,065",195,"2,695",340,85,85,"6,465","7,680",120,785,665,950,5955,"3,110",205,"2,095",0,475,515,1015,3405,1530,"10,805","11,275","111,730",890,6,"1,270","1,455",955,"1,275",465,3,"5,415","1,325",925,1090,"11,085",135,11220,3340,20,50,40,180,270,265,575,95,420,"1,145",295,"1,480",45,225,800,715,240,345,315,355,"7,835",2720,5155,110,"1,680","1,460",640,505,"1,555",505,"1,165",205,55,50,"7,945",5840,2090,220,355,1630,375,205,100,220,"11,455",20,440,"11,455",3125,"14,607",2,"6,407",4210,2915,5525,1930,0.2245498733,0.1143287465,0.4093927569,0.1180940645,0.1324707332,0.0181419867,0.2882179777,0.1995618539,0.378243308,0.1321284316,0.0131477185,0.0131477185,0.4168600155,0.4740912606,0.030162413,0.0525908739,0.0378578024,0.3868882733,0,0.5743305633,0.1236979167,0.0865885417,0.1022135417,0.015625,0.775390625,0.2345337027,0.2686980609,0.1763619575,0.2354570637,0.0858725762,0.0633258027,0.0746217567,0.0907099336,0.7588827275,0.0092421442,0.228657493,0.7681248716,0.0951061865,0.1874422899,0.6288088643,0.0877192982,0.2825484765,0.0025526484,0.0063816209,0.0051052967,0.0229738354,0.034460753,0.0338225909,0.0733886407,0.0121250798,0.0536056158,0.1461391193,0.0376515635,0.1888959796,0.0057434588,0.0287172942,0.1021059349,0.0912571793,0.0306317805,0.0440331844,0.0402042119,0.0453095086,0.3471601787,0.6579451181,0.0012590389,0,0.2114537445,0.1837633732,0.0805538074,0.0635619887,0.195720579,0.0635619887,0.1466331026,0.0258023914,0.0069225928,0.0062932662,0.0138451857,0.2630585274,0.7350534928,0.015061272,0.1115903334,0.0068460327,0.015061272,0.7842130485,0.0013692065,0.0243034162,0.0256726227,0.0140343671,0.7842130485,0.2139385226,0.030122544,0.011
106,Humewood-Cedarvale,18,4,1,6,5,254,265,23,1,18,14,98,63,3,1,0.0188679245,0.0679245283,0.0150943396,0.0867924528,0.0037735849,0.0679245283,0.0528301887,0.3698113208,0.2377358491,0.0113207547,0.0037735849,0,480,221,"2,165","1,610","7,005","1,650","1,940",280,"2,585",275,"3,725",450,280,140,"7,450","8,645",395,1630,"1,235",1670,5355,"1,850","1,705","3,015",0,1255,1460,1815,2045,3275,"11,670","12,070","65,274","2,065",15,"2,535","2,050",830,800,365,2,"6,570","1,235",1630,1785,"9,135",430,9565,4650,10,10,0,325,370,185,820,160,490,530,250,"1,360",0,365,965,990,260,675,715,260,"8,730",4420,4320,165,995,"1,405",520,535,"1,940",810,"1,875",440,30,185,"8,890",5670,3230,710,320,565,1515,170,530,200,"10,125",90,400,"10,125",4100,"14,365",2,"7,682",2810,4940,4660,1920,0.1507135399,0.1120779673,0.4876435781,0.1148625131,0.1350504699,0.0194918204,0.1956143404,0.3438914027,0.3243995823,0.133658197,0.0375838926,0.0187919463,0.5,0.3469798658,0.0369127517,0.0604026846,0.2595129376,0.4589041096,0,0.2815829528,0.1931752458,0.1428571429,0.1885482938,0.045691151,0.6194331984,0.3858447489,0.3120243531,0.1263318113,0.1217656012,0.0555555556,0.1134702402,0.124260355,0.0859728507,0.6359206404,0.029933867,0.3237034459,0.6658545075,0.2222222222,0.2762557078,0.3112633181,0.1910197869,0.49847793,0.0011454754,0.0011454754,0,0.0372279496,0.0423825888,0.0211912944,0.0939289805,0.018327606,0.0561282932,0.0607101947,0.0286368843,0.1557846506,0,0.0418098511,0.1105383734,0.1134020619,0.0297823597,0.0773195876,0.0819014891,0.0297823597,0.5063001145,0.4948453608,0.0053481298,0,0.1119235096,0.1580427447,0.0584926884,0.0601799775,0.2182227222,0.0911136108,0.2109111361,0.0494938133,0.0033745782,0.0208098988,0.01856018,0.3633295838,0.6377952756,0.0494256874,0.039331709,0.0368952315,0.0139227289,0.7048381483,0.006265228,0.0222763662,0.1054646711,0.0118343195,0.7048381483,0.2854159415,0.0278454577,0.018
107,Oakwood Village,50,12,7,34,13,659,706,51,10,44,35,259,185,5,9,0.0184135977,0.0708215297,0.0169971671,0.0722379603,0.0141643059,0.0623229462,0.0495750708,0.3668555241,0.2620396601,0.007082153,0.0127478754,0,825,441,"3,130","2,275","9,535","2,590","3,700",540,"3,825",410,"4,930",390,430,140,"10,110","12,050","1,735",4370,"2,635",2765,4935,"2,795","1,525","4,375",0,1715,2110,2530,2350,4640,"17,125","17,835","39,803","3,410",16,"2,655","2,565","1,645","1,225",610,2,"8,680","3,565",3035,3345,"10,280",725,11005,9945,20,10,35,945,780,250,"1,190",410,430,585,260,"1,070",20,770,"1,090","1,150",345,940,740,455,"11,510",6925,4570,220,"1,220","1,600",570,510,"1,870",780,"2,995","1,300",135,505,"11,725",6040,5665,"2,720",625,1125,2295,255,"1,325",440,"11,910",260,880,"11,910",9045,"21,210",2,"9,511",4155,6035,7285,3680,0.1475719,0.1072607261,0.4495520981,0.1221122112,0.174446016,0.0254596888,0.1958981612,0.2845355964,0.3434700613,0.1735030646,0.0425321464,0.0138476756,0.487636004,0.3783382789,0.040553907,0.0385756677,0.1756912442,0.5040322581,0,0.3220046083,0.2294605809,0.2186721992,0.3626556017,0.1439834025,0.4095435685,0.305875576,0.2955069124,0.189516129,0.1411290323,0.0702764977,0.1430928807,0.157708628,0.1680810938,0.4846770391,0.0341819896,0.4688826025,0.5188590288,0.2430875576,0.2914746544,0.2707373272,0.1975806452,0.534562212,0.0017376195,0.0008688097,0.0030408341,0.0821025195,0.067767159,0.0217202433,0.1033883579,0.035621199,0.0373588184,0.0508253692,0.022589053,0.0929626412,0.0017376195,0.0668983493,0.0947002606,0.099913119,0.0299739357,0.0816681147,0.0642919201,0.0395308427,0.6016507385,0.3970460469,0.0091920981,0,0.1040511727,0.1364605544,0.0486140725,0.0434968017,0.1594882729,0.0665245203,0.2554371002,0.1108742004,0.0115138593,0.0430703625,0.0187633262,0.4831556503,0.5151385928,0.1282413956,0.0530410184,0.0624705328,0.0207449316,0.5615275813,0.0122583687,0.0294672324,0.1082036775,0.0120226308,0.5615275813,0.4264497878,0.0414898633,0.033
108,Briar Hill - Belgravia,31,6,5,25,7,557,589,38,1,48,25,209,148,2,12,0.0118845501,0.0526315789,0.0101867572,0.064516129,0.0016977929,0.0814940577,0.0424448217,0.3548387097,0.2512733447,0.0033955857,0.0203735144,0,316,286,"1,855","1,655","6,740","1,925","2,100",310,"2,870",305,"3,595",305,60,85,"7,220","8,605","1,095",3065,"1,970",2175,3365,"1,610","2,395","1,730",0,1000,1335,2000,1370,3335,"11,805","12,355","34,768","2,105",15,"1,720","1,625","1,070",820,485,2,"5,740","1,920",2895,3755,"5,280",375,5655,8570,10,10,10,730,690,220,815,385,265,495,170,630,0,665,530,955,135,605,580,215,"8,100",5425,2690,260,640,"1,230",495,545,"1,090",330,"2,195","1,130",20,430,"8,350",3785,4580,"1,170",410,460,3205,85,920,125,"7,710",120,250,"7,710",6495,"14,257",2,"7,791",2620,4240,5305,2080,0.1301115242,0.1160833275,0.472750228,0.135021393,0.1472960651,0.0217437048,0.1837693764,0.2973977695,0.3720979168,0.1458932454,0.0083102493,0.0117728532,0.4979224377,0.3975069252,0.0422437673,0.0422437673,0.4172473868,0.3013937282,0,0.2804878049,0.2527600232,0.2289366647,0.3561882626,0.1272515979,0.3910517141,0.2996515679,0.2831010453,0.1864111498,0.1428571429,0.0844947735,0.2030581469,0.2633793926,0.1346706881,0.3703443922,0.0263028688,0.6011082275,0.396647261,0.2325783972,0.3484320557,0.2386759582,0.1742160279,0.581010453,0.0012345679,0.0012345679,0.0012345679,0.0901234568,0.0851851852,0.0271604938,0.100617284,0.0475308642,0.0327160494,0.0611111111,0.0209876543,0.0777777778,0,0.0820987654,0.0654320988,0.1179012346,0.0166666667,0.074691358,0.0716049383,0.0265432099,0.6697530864,0.3320987654,0.0035208521,0,0.0766467066,0.1473053892,0.0592814371,0.0652694611,0.1305389222,0.0395209581,0.2628742515,0.1353293413,0.0023952096,0.051497006,0.0311377246,0.548502994,0.4532934132,0.0820649506,0.0322648524,0.0645297047,0.0087676229,0.5407869818,0.008416918,0.0287578032,0.2248018517,0.0059619836,0.5407869818,0.455565687,0.0175352458,0.041
109,Caledonia-Fairbank,19,3,3,19,1,411,431,23,1,16,21,181,132,2,4,0.0023201856,0.0440835267,0.0069605568,0.0533642691,0.0023201856,0.0371229698,0.0487238979,0.4199535963,0.3062645012,0.0046403712,0.0092807425,0,7,7,"1,490","1,220","4,570","1,350","1,325",165,"2,070",470,"2,130",160,70,55,"4,950","5,925","1,640",3115,"1,475",1610,1210,"1,680",165,"1,835",0,510,875,1245,1035,2120,"8,035","8,415","35,112","1,195",12,835,"1,075",760,645,370,3,"3,680","1,540",2095,1650,"4,275",345,4620,5285,0,10,0,930,440,150,625,180,90,275,170,295,10,440,305,520,80,405,350,115,"5,400",3890,1500,145,385,750,145,235,580,120,"1,625","1,175",90,300,"5,550",1980,3570,860,230,275,1050,10,825,185,"6,320",150,370,"6,320",3585,"9,955",2,"6,464",2030,3000,3610,1330,0.1496735309,0.1225514817,0.4590657961,0.1356102461,0.1330989453,0.0165745856,0.2039176293,0.3013561025,0.3626318433,0.1336012054,0.0141414141,0.0111111111,0.4303030303,0.4181818182,0.0949494949,0.0323232323,0.0448369565,0.4986413043,0,0.4565217391,0.2717299578,0.2489451477,0.5257383966,0.2767932489,0.2042194093,0.2269021739,0.2921195652,0.2065217391,0.1752717391,0.1005434783,0.2104470116,0.1657458564,0.1546961326,0.429432446,0.0346559518,0.5308890005,0.4640883978,0.2377717391,0.3383152174,0.28125,0.1385869565,0.5760869565,0,0.0018518519,0,0.1722222222,0.0814814815,0.0277777778,0.1157407407,0.0333333333,0.0166666667,0.0509259259,0.0314814815,0.0546296296,0.0018518519,0.0814814815,0.0564814815,0.0962962963,0.0148148148,0.075,0.0648148148,0.0212962963,0.7203703704,0.2777777778,0.0000779936,0,0.0693693694,0.1351351351,0.0261261261,0.0423423423,0.1045045045,0.0216216216,0.2927927928,0.2117117117,0.0162162162,0.0540540541,0.0261261261,0.6432432432,0.3567567568,0.0863887494,0.0276243094,0.0828729282,0.0185836263,0.6348568559,0.0150678051,0.0231039679,0.1054746359,0.0010045203,0.6348568559,0.3601205424,0.0371672526,0.043
110,Keelesdale-Eglinton West,25,4,4,23,3,431,457,35,2,23,14,167,123,2,5,0.0065645514,0.0547045952,0.0087527352,0.0765864333,0.0043763676,0.0503282276,0.0306345733,0.3654266958,0.2691466083,0.0043763676,0.010940919,1,351,290,"1,610","1,430","4,790","1,435","1,785",230,"2,410",465,"1,835",185,50,35,"4,980","6,235","2,085",3770,"1,685",1335,1125,"1,670",665,"1,845",0,795,1005,1345,1015,2350,"8,900","9,425","33,316","1,640",15,"1,155","1,135",740,680,475,3,"4,180","1,770",2755,1665,"4,480",380,4860,6190,10,0,10,895,545,170,605,250,130,210,155,295,0,505,260,495,75,390,305,155,"5,460",3990,1470,185,420,740,170,230,525,135,"1,570","1,265",60,345,"5,645",1990,3655,"1,195",915,220,1095,100,910,210,"6,350",55,420,"6,350",4700,"11,058",2,"6,467",2275,3080,3905,1785,0.1455959486,0.1293181407,0.4331705553,0.129770302,0.1614215952,0.0207994212,0.2057334057,0.27853138,0.3531379996,0.1614215952,0.0100401606,0.0070281124,0.3684738956,0.483935743,0.093373494,0.0371485944,0.1590909091,0.4413875598,0,0.3995215311,0.2141138733,0.2702485966,0.6046511628,0.3344025662,0.1804330393,0.2763157895,0.2715311005,0.1770334928,0.1626794258,0.1136363636,0.2491408935,0.1505697233,0.1600651112,0.4051365527,0.0343642612,0.559775728,0.4395008139,0.240430622,0.3217703349,0.2428229665,0.1901913876,0.5622009569,0.0018315018,0,0.0018315018,0.1639194139,0.0998168498,0.0311355311,0.1108058608,0.0457875458,0.0238095238,0.0384615385,0.0283882784,0.054029304,0,0.0924908425,0.0476190476,0.0906593407,0.0137362637,0.0714285714,0.0558608059,0.0283882784,0.7307692308,0.2692307692,0.0039108199,1,0.0744021258,0.1310894597,0.0301151461,0.0407440213,0.0930026572,0.023914969,0.2781222321,0.2240921169,0.0106288751,0.0611160319,0.0327723649,0.6474756422,0.3525243578,0.1080665581,0.0198950986,0.0822933623,0.0189907759,0.5742448906,0.0049737746,0.0827455236,0.0990233315,0.0090432266,0.5742448906,0.4250316513,0.0379815518,0.041
111,Rockcliffe-Smythe,63,8,4,85,10,942,1037,62,6,34,33,364,312,5,21,0.0096432015,0.0607521697,0.0077145612,0.0597878496,0.0057859209,0.0327868852,0.0318225651,0.3510125362,0.3008678881,0.0048216008,0.0202507232,1,1092,1075,"3,505","2,740","9,255","3,090","3,655",480,"4,860",690,"3,630",360,85,95,"9,705","12,340","2,925",6335,"3,410",3425,2565,"2,765","3,260","3,030",0,1965,2220,2845,2000,5065,"17,780","18,740","34,059","4,105",19,"2,985","2,485","1,545","1,210",835,2,"9,060","3,310",4785,2930,"10,755",445,11200,11025,10,10,20,"1,460","1,140",405,"1,275",645,195,475,245,560,30,860,635,980,195,750,615,285,"10,795",7725,3065,415,745,"1,555",455,415,"1,130",320,"3,110","2,255",110,675,"11,215",4205,6980,"3,400",990,610,2070,230,"2,200",390,"12,000",330,780,"12,000",10220,"22,246",5,"4,414",4800,6015,7775,3690,0.1575564146,0.12316821,0.4160298481,0.1389013755,0.1642991999,0.0215769127,0.215769127,0.2703856873,0.3495010339,0.1658725164,0.008758372,0.0097887687,0.3740340031,0.5007727975,0.0710973725,0.0370942813,0.3598233996,0.3344370861,0,0.305187638,0.2775526742,0.2763371151,0.5133711507,0.2370340357,0.2078606159,0.3294701987,0.2742825607,0.1705298013,0.1335540839,0.0921633554,0.2150948485,0.1317090713,0.1487907939,0.4834577003,0.0200035962,0.4955947137,0.5034612964,0.2450331126,0.31401766,0.2207505519,0.2168874172,0.5590507726,0.0009263548,0.0009263548,0.0018527096,0.1352477999,0.1056044465,0.0375173692,0.1181102362,0.0597498842,0.0180639185,0.0440018527,0.0226956925,0.0518758685,0.0027790644,0.0796665123,0.0588235294,0.0907827698,0.0180639185,0.0694766095,0.0569708198,0.0264011116,0.7156090783,0.2839277443,0.0121669954,1,0.0664288899,0.1386535889,0.0405706643,0.0370040125,0.1007579135,0.0285332144,0.2773071779,0.2010699955,0.0098082925,0.0601872492,0.0370040125,0.6223807401,0.3749442711,0.152836465,0.0274206599,0.0988941832,0.0175312416,0.5394228176,0.0148341275,0.0445023825,0.093050436,0.0103389373,0.5394228176,0.459408433,0.0350624831,0.047
112,Beechborough-Greenbrook,33,3,1,11,22,364,397,17,1,77,9,125,93,3,0,0.0554156171,0.0831234257,0.0075566751,0.0428211587,0.0025188917,0.1939546599,0.0226700252,0.314861461,0.234256927,0.0075566751,0,1,824,395,"1,120",855,"2,750",885,965,145,"1,235",175,"1,105",100,20,20,"2,655","3,565",790,1805,"1,015",1110,645,665,665,"1,325",0,645,810,780,420,1590,"4,915","5,255","33,829","1,395",22,870,765,475,320,225,2,"2,650",815,1525,1085,"2,685",260,2945,3425,10,0,10,345,325,135,415,140,70,145,50,95,0,265,130,330,45,160,230,90,"3,000",2210,780,120,225,405,115,160,325,70,850,585,20,250,"3,125",1140,1985,"2,070",330,125,610,80,335,95,"2,610",135,190,"2,610",3780,"6,577",2,"3,614",1530,1805,2265,955,0.170290406,0.1299984795,0.4181237646,0.1345598297,0.1467234301,0.0220465258,0.2326288581,0.2744412346,0.3443819371,0.1452029801,0.0075329567,0.0075329567,0.4161958569,0.4651600753,0.065913371,0.0376647834,0.2509433962,0.5,0,0.2509433962,0.3113604488,0.2847124825,0.5063113604,0.221598878,0.1809256662,0.3283018868,0.2886792453,0.179245283,0.120754717,0.0849056604,0.2318686331,0.1649688308,0.1239166793,0.4082408393,0.0395317014,0.5207541432,0.4477725407,0.3056603774,0.2943396226,0.158490566,0.2433962264,0.6,0.0033333333,0,0.0033333333,0.115,0.1083333333,0.045,0.1383333333,0.0466666667,0.0233333333,0.0483333333,0.0166666667,0.0316666667,0,0.0883333333,0.0433333333,0.11,0.015,0.0533333333,0.0766666667,0.03,0.7366666667,0.26,0.0091809562,1,0.072,0.1296,0.0368,0.0512,0.104,0.0224,0.272,0.1872,0.0064,0.08,0.0384,0.6352,0.3648,0.314733161,0.0190056257,0.0509350768,0.0144442755,0.3968374639,0.0205260757,0.0501748518,0.0927474532,0.0121636004,0.3968374639,0.5747301201,0.028888551,0.060
113,Weston,115,24,16,37,59,1164,1260,75,7,173,60,390,316,16,7,0.0468253968,0.0912698413,0.019047619,0.0595238095,0.0055555556,0.1373015873,0.0476190476,0.3095238095,0.2507936508,0.0126984127,0.0055555556,1,1036,832,"3,100","2,225","7,785","2,430","2,445",395,"4,015",430,"2,975",285,30,90,"7,805","10,185","1,905",4680,"2,775",3225,2265,"1,620","4,405","1,585",0,2005,2080,2155,1365,4235,"13,875","14,610","32,997","4,435",25,"2,805","2,075","1,210",865,640,2,"7,595","1,880",3385,3435,"8,475",520,8995,8700,15,0,10,855,900,310,"1,015",600,250,385,230,480,20,695,470,980,150,590,485,290,"8,725",6120,2610,350,530,"1,415",350,525,915,240,"2,450","1,600",65,640,"9,075",3450,5630,"6,045",765,475,1140,265,"1,390",390,"6,925",280,780,"6,925",10750,"17,992",3,"7,197",4080,5150,6305,2450,0.1722987995,0.1236660738,0.4326923077,0.1350600267,0.1358937305,0.0219542019,0.2267674522,0.2862383281,0.350433526,0.1361716318,0.0038436899,0.0115310698,0.3811659193,0.5144138373,0.0550928892,0.0365150545,0.5799868334,0.2086899276,0,0.2132982225,0.3166421208,0.2724594993,0.4594992636,0.1870397644,0.2223858616,0.3693219223,0.2732060566,0.159315339,0.1138907176,0.0842659645,0.188139173,0.1909181859,0.1044908848,0.4710426856,0.0289017341,0.4835482437,0.4999444197,0.2738643845,0.2837393022,0.1797235023,0.2639894668,0.5576036866,0.0017191977,0,0.0011461318,0.0979942693,0.1031518625,0.035530086,0.1163323782,0.0687679083,0.0286532951,0.0441260745,0.0263610315,0.0550143266,0.0022922636,0.0796561605,0.0538681948,0.1123209169,0.0171919771,0.0676217765,0.0555873926,0.0332378223,0.7014326648,0.2991404011,0.0115430469,1,0.0584022039,0.155922865,0.0385674931,0.0578512397,0.1008264463,0.026446281,0.2699724518,0.1763085399,0.0071625344,0.070523416,0.0385674931,0.6203856749,0.3801652893,0.335982659,0.0264006225,0.0772565585,0.0216763006,0.3848932859,0.0155624722,0.0425188973,0.063361494,0.0147287683,0.3848932859,0.5974877723,0.0433526012,0.070
114,Lambton Baby Point,8,1,0,3,3,123,129,13,0,10,8,38,37,1,1,0.023255814,0.0620155039,0.007751938,0.1007751938,0,0.0775193798,0.0620155039,0.2945736434,0.2868217054,0.007751938,0.007751938,0,668,463,"1,695",905,"3,310","1,050","1,025",140,"1,610",135,"1,400",140,125,40,"3,465","4,355",260,900,640,875,2565,"1,270",700,"1,160",0,550,530,650,1400,1180,"5,930","6,280","76,629","1,205",15,810,920,550,585,255,3,"3,120",685,965,755,"5,485",80,5565,2405,10,10,20,170,185,155,405,130,220,385,95,580,25,200,475,385,125,135,215,165,"4,085",1825,2265,115,615,680,275,275,815,270,760,245,60,70,"4,200",2655,1525,835,270,235,205,95,150,120,"6,030",45,240,"6,030",1955,"7,985",2,"4,697",2205,1835,2915,1020,0.2122730119,0.1133375078,0.4145272386,0.131496556,0.1283656857,0.0175328741,0.2761427677,0.229805886,0.3650594865,0.1277395116,0.0360750361,0.0115440115,0.404040404,0.4646464646,0.038961039,0.0404040404,0.2243589744,0.3717948718,0,0.4070512821,0.2009184845,0.1469575201,0.2066590126,0.0597014925,0.588978186,0.2596153846,0.2948717949,0.1762820513,0.1875,0.0817307692,0.1208515967,0.0945522855,0.0857858485,0.6869129618,0.0100187852,0.3011897307,0.696931747,0.1698717949,0.2083333333,0.4487179487,0.1762820513,0.3782051282,0.0024479804,0.0024479804,0.0048959608,0.0416156671,0.0452876377,0.0379436965,0.0991432069,0.0318237454,0.0538555692,0.094247246,0.023255814,0.1419828641,0.006119951,0.0489596083,0.1162790698,0.094247246,0.0305997552,0.0330477356,0.0526315789,0.0403916769,0.4467564259,0.5544675643,0.007442814,0,0.1464285714,0.1619047619,0.0654761905,0.0654761905,0.194047619,0.0642857143,0.180952381,0.0583333333,0.0142857143,0.0166666667,0.0273809524,0.3630952381,0.6321428571,0.1045710708,0.0294301816,0.0187852223,0.0150281778,0.7551659361,0.0056355667,0.0338134001,0.0256731371,0.0118973075,0.7551659361,0.2448340639,0.0300563557,0.016
